id,gender,age,binges,totdrinks,tothours,0,0.25,0.5,1,1.5,2,2.5,3,4,5,6,7,8,9,10,15,20
592,Female,30,2,6,15,5,5,5,5,4,4,4,3,2,2,2,2,2,2,2,1,1
593,Female,36,5,7,10,6,6,6,6,6,6,6,6,6,6,6,6,5,5,1,1,0
594,Female,39,3,9,11,15,15,15,15,10,10,10,8,6,4,4,3,2,2,2,1,1
595,Female,33,2,12,9,15,15,15,15,15,10,9,8,7,6,5,4,3,2,2,1,1
596,Female,31,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
597,Female,34,3,21,17,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,0,0
598,Female,22,2,5,3,20,15,12,11,10,10,9,8,8,7,7,6,6,5,5,5,3
599,Female,25,0,3,2,8,8,8,8,8,8,8,7,6,5,4,3,3,2,2,0,0
600,Female,26,2,30,13,10,10,10,10,10,10,10,10,10,7,7,7,6,4,4,3,2
601,Female,28,1,3,2,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
602,Female,64,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
603,Female,26,3,16,28,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,0,0
604,Female,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Female,35,0,1,1,4,4,4,4,4,4,4,4,3,3,3,2,1,1,1,0,0
606,Female,28,1,11,8,5,5,5,5,4,3,3,2,2,2,1,1,1,1,1,0,0
607,Female,28,1,10,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
608,Female,26,0,3,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
609,Female,48,5,22,15,6,5,5,5,5,5,5,5,4,3,3,2,2,2,1,0,0
610,Female,28,1,3,6,7,5,5,5,5,5,5,5,4,4,4,4,4,3,2,1,0
611,Female,36,0,6,6,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0
612,Female,32,1,0,0,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
613,Female,28,3,10,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,0,0
614,Female,47,3,12,10,6,6,6,6,6,6,6,6,5,5,4,4,2,2,2,2,2
615,Female,31,1,25,10,20,20,20,20,15,15,10,10,5,2,0,0,0,0,0,0,0
616,Female,70,1,9,8,5,5,5,5,5,5,5,5,5,4,4,3,3,3,2,0,0
617,Female,40,3,11,15,10,8,8,7,7,7,7,7,7,7,6,6,5,5,5,2,2
618,Female,49,5,15,15,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0
619,Female,49,1,6,7,5,5,5,5,5,5,5,5,4,3,3,3,2,1,1,0,0
620,Female,44,0,0,0,3,3,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0
621,Female,29,3,12,8,5,5,5,5,5,5,5,5,5,4,4,4,3,2,2,0,0
622,Female,NA,0,10,9,4,4,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0
623,Female,34,1,2,4,8,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
624,Female,37,5,17,16,5,5,5,5,5,5,5,5,5,4,4,3,2,2,2,1,1
625,Female,39,0,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1
626,Female,53,0,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Female,45,0,7,13,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,1,0
628,Female,64,2,9,15,20,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
629,Female,33,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
630,Female,35,1,5,5,6,6,6,5,5,5,5,4,4,4,3,2,2,2,2,0,0
631,Female,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Female,29,0,0,0,6,6,6,6,6,6,6,5,4,3,1,0,0,0,0,0,0
633,Female,26,1,5,7,6,5,5,5,5,5,5,5,5,5,4,4,3,3,2,1,0
634,Female,34,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Female,56,0,6,8,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
636,Female,38,4,19,18.5,15,15,15,15,15,15,15,15,10,10,8,8,5,5,4,0,0
637,Female,30,2,6,3,5,5,5,4,4,3,3,2,2,2,1,1,1,0,0,0,0
638,Female,38,2,7,4,5,5,5,5,5,4,4,3,3,0,0,0,0,0,0,0,0
639,Female,30,1,5,1,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
640,Female,38,2,9,9,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1
641,Female,33,1,5,3,9,7,7,7,7,6,6,5,5,5,3,3,3,0,0,0,0
642,Female,32,5,14,16,10,10,10,9,9,9,9,8,8,6,6,5,4,4,3,2,1
643,Female,31,4,7,6,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0
644,Female,31,0,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1
645,Female,66,0,7,10,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0
646,Female,32,0,5,5,6,5,5,5,5,5,5,5,4,4,3,2,2,0,0,0,0
647,Female,47,0,1,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0
648,Female,65,0,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
649,Female,31,1,4,2,8,8,8,8,8,8,8,7,5,4,4,3,3,2,2,1,1
650,Female,31,2,25,34,7,7,7,7,7,7,7,7,5,2,1,1,0,0,0,0,0
651,Female,35,0,1,1,5,5,5,5,5,5,5,4,3,2,1,1,1,1,1,0,0
652,Female,21,0,2,1,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1
653,Female,27,0,4,6,10,10,10,10,8,8,6,6,4,4,3,3,3,2,2,1,1
654,Female,27,1,9,7,5,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0
655,Female,34,1,6,5,7,7,7,7,7,7,7,7,5,5,3,3,2,2,1,1,0
656,Female,61,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0
657,Female,25,6,9,12,6,6,6,6,6,5,5,4,3,3,2,2,1,1,0,0,0
658,Female,44,0,0,0,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,0
659,Female,45,10,19,16,7,7,7,7,7,7,7,7,6,5,5,4,3,3,3,1,0
660,Female,54,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
661,Female,28,5,16,19,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,1
662,Female,32,1,2,1,5,5,5,5,5,5,5,4,3,3,2,2,2,1,1,1,1
663,Female,31,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,0,0
664,Female,35,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0
665,Female,23,2,4,1,4,4,4,4,4,2,2,2,1,1,0,0,0,0,0,0,0
666,Female,45,0,4,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
667,Female,29,0,7,7,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0
668,Female,24,2,7,13,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
669,Female,30,0,7,8,4,4,4,4,3,3,3,3,2,2,2,1,1,1,1,1,1
670,Female,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Female,37,0,4,8,5,5,5,5,4,4,4,2,2,2,1,1,1,1,1,0,0
672,Female,30,0,0,0,10,10,8,5,5,5,5,5,5,4,4,1,1,1,1,0,0
673,Female,25,2,4,10,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0
674,Female,35,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
675,Female,37,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0
676,Female,40,2,10,6,15,15,15,15,12,12,12,10,10,8,5,5,0,0,0,0,0
677,Female,38,0,0,0,3,3,3,3,3,3,2,2,1,1,1,0,0,0,0,0,0
678,Female,30,0,0,0,5,5,5,4,3,2,2,1,1,1,0,0,0,0,0,0,0
679,Female,35,1,8,4,6,6,6,6,6,5,5,4,4,4,3,3,3,2,1,0,0
680,Female,25,1,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
681,Female,37,0,3,5,4,4,4,3,3,2,2,1,1,0,0,0,0,0,0,0,0
682,Female,36,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
683,Female,26,4,1,1,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0
684,Female,47,0,2,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0
685,Female,38,5,15,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
686,Female,32,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0
687,Female,25,12,22,9,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Female,27,1,3,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0
689,Female,40,1,4,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
690,Female,42,1,18,31,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
691,Female,36,0,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
692,Female,44,0,2,5,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
693,Female,49,0,0,0,4,4,4,4,4,4,3,3,3,2,2,2,1,1,1,1,1
694,Female,37,2,4,4,10,10,10,10,9,8,8,7,6,5,3,3,2,2,2,1,1
695,Female,29,10,20,18,8,8,8,8,8,7,7,7,5,5,3,3,1,1,1,1,1
696,Female,57,1,6,6,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0
697,Female,54,0,0,0,4,4,4,4,3,3,3,3,3,2,2,1,1,1,1,0,0
698,Female,30,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
699,Female,25,4,7,7,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0
700,Female,40,1,6,4,7,7,7,7,7,7,7,7,5,4,3,2,1,0,0,0,0
701,Female,55,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0
702,Female,27,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1
703,Female,23,1,5,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
704,Female,25,3,23,16,10,10,10,10,9,9,8,7,7,4,3,3,2,2,2,1,1
705,Female,50,0,0,0,8,8,8,8,8,8,8,5,5,5,5,4,4,3,2,0,0
706,Female,34,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Female,37,0,1,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
708,Female,50,0,0,0,5,5,5,5,5,5,5,3,3,2,2,2,1,1,1,0,0
709,Female,26,0,2,2,10,10,10,10,10,10,5,5,5,4,3,3,0,0,0,0,0
710,Female,23,10,8,4,15,10,10,10,10,10,7,7,5,5,3,3,2,2,0,0,0
711,Female,46,1,3,3,5,5,5,5,5,4,4,3,2,1,1,1,1,1,1,0,0
712,Female,38,0,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
713,Female,63,0,3,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,1
714,Female,27,5,24,10,10,10,10,10,10,10,7,6,6,4,3,3,2,2,1,1,0
715,Female,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Female,36,3,12,13,6,6,6,6,6,6,6,6,5,5,4,3,2,2,1,0,0
717,Female,28,0,0,0,4,4,4,4,4,4,4,4,3,3,3,2,2,2,1,1,0
718,Female,33,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
719,Female,29,2,2,3,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
720,Female,31,1,2,2,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0
721,Female,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
722,Female,50,0,4,4,10,8,8,8,6,5,5,4,4,4,4,3,3,3,3,2,1
723,Female,30,1,1,1,6,7,8,6,5,4,4,3,1,2,0,NA,1,0,0,0,0
724,Female,59,4,17,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Female,22,0,0,0,3,3,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0
726,Female,50,3,8,7,6,5,5,5,4,4,3,3,2,1,1,1,1,1,1,0,0
727,Female,25,2,4,8,15,12,11,10,9,8,8,7,6,5,4,3,2,1,1,0,0
728,Female,41,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
729,Female,54,30,33,48,10,10,10,10,10,10,10,8,7,5,5,5,4,3,3,2,2
730,Female,44,2,6,10,6,6,5,5,5,5,5,5,4,3,3,2,2,1,1,1,1
731,Female,54,2,6,8,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
732,Female,24,0,2,0.25,10,8,6,6,6,6,4,4,3,2,1,0,0,0,0,0,0
733,Female,28,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
734,Female,44,5,23,36,6,6,6,6,4,4,4,4,3,3,3,2,2,2,1,1,1
735,Female,34,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Female,31,1,8,12,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0
737,Female,46,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
738,Female,54,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0
739,Female,22,2,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,3,2
740,Female,32,0,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1
741,Female,46,0,0,0,5,5,5,5,5,5,5,5,4,3,3,2,2,2,2,0,0
742,Female,39,0,4,36,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,0
743,Female,38,1,5,8,5,5,4,4,4,3,2,2,2,1,1,1,1,0,0,0,0
744,Female,37,0,4,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
745,Female,32,8,15,15,10,10,8,8,7,7,7,7,6,5,4,0,0,0,0,0,0
746,Female,36,0,0,0,4,4,4,4,4,4,4,3,3,2,1,1,1,1,0,0,0
747,Female,29,3,6,13,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
748,Female,34,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Female,25,0,7,8,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0
750,Female,36,0,0,0,6,6,6,6,6,6,5,4,3,3,0,0,0,0,0,0,0
751,Female,24,1,6,10,3,3,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0
752,Female,25,1,0,0,5,5,5,5,4,4,4,4,3,3,2,2,1,1,1,1,0
753,Female,60,2,14,22,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,0,0
754,Female,21,0,0,0,8,8,8,8,8,8,6,5,4,4,3,1,1,1,1,0,0
755,Female,59,1,5,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
756,Female,25,0,4,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,0,0,0
757,Female,37,0,4,10,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
758,Female,33,2,5,4,5,5,5,5,5,5,5,4,4,3,3,3,2,2,2,2,1
759,Female,59,3,11,9,10,10,10,8,8,7,7,5,5,3,3,2,2,1,1,1,1
760,Female,50,3,6,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2
761,Female,36,0,2,1,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0
762,Female,38,3,10,12,6,6,6,6,5,5,5,4,4,4,4,3,3,2,2,1,1
763,Female,36,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
764,Female,43,0,2,4,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0
765,Female,37,4,12,14,10,10,10,10,10,10,8,8,8,6,5,4,3,2,2,0,0
766,Female,26,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
767,Female,38,0,7,12,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
768,Female,24,2,10,6,10,10,10,9,9,7,6,5,5,5,4,4,2,1,0,0,0
769,Female,45,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Female,56,4,14,26,4,5,7,5,4,2,2,2,2,1,1,1,1,0,0,0,0
771,Female,42,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Female,41,0,4,2,6,6,5,5,5,5,5,5,4,4,4,4,3,2,2,1,1
773,Female,44,0,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
774,Female,29,2,10,8,8,8,8,8,8,7,7,6,6,5,5,4,4,3,2,1,0
775,Female,33,0,0,0,4,4,4,4,3,3,2,2,1,0,0,0,0,0,0,0,0
776,Female,27,1,4,5,5,5,4,4,3,3,2,2,0,0,0,0,0,0,0,0,0
777,Female,25,8,10,8,10,9,8,7,6,6,5,5,4,4,2,2,2,2,2,1,1
778,Female,39,3,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Female,31,0,1,1,8,8,8,8,7,7,7,7,6,6,5,5,4,4,3,2,2
780,Female,27,2,7,7,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,0,0
781,Female,44,4,18,18,6,6,6,6,6,6,6,4,3,0,0,0,0,0,0,0,0
782,Female,41,0,2,2,4,4,4,4,4,4,4,4,3,2,2,1,1,0,0,0,0
783,Female,36,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
784,Female,21,1,4,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Female,54,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Female,29,0,3,3,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0
787,Female,53,0,0,0,4,4,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0
788,Female,55,0,2,4,3,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0
789,Female,33,1,1,0,8,8,8,8,8,8,8,8,8,8,6,6,5,5,5,3,2
790,Female,23,0,4,6,8,8,6,6,5,5,4,3,3,2,2,2,1,0,0,0,0
791,Female,24,1,0,0,5,5,5,5,5,5,5,5,5,5,3,2,1,0,0,0,0
792,Female,48,0,3,3,5,5,5,5,4,3,2,2,1,1,1,1,1,0,0,0,0
793,Female,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Female,22,1,6,6,5,5,5,5,5,5,4,4,3,3,2,2,1,1,1,0,0
795,Female,22,10,12,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,0
796,Female,32,10,22,29,10,8,6,5,5,5,5,4,4,4,3,2,1,1,0,0,0
797,Female,29,20,33,25,7,7,7,7,7,6,6,6,6,5,4,3,2,2,2,1,1
798,Female,22,5,6,9,8,8,7,7,6,6,5,4,4,4,4,4,4,3,3,2,1
799,Female,37,1,1,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,1,1,0
800,Female,46,0,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
801,Female,47,4,8,6,8,8,8,8,8,8,8,6,5,4,4,2,2,1,0,0,0
802,Female,23,3,8,7,5,5,5,5,4,3,3,2,2,1,1,1,0,0,0,0,0
803,Female,43,1,9,11,5,5,5,5,5,2,2,2,1,1,0,0,0,0,0,0,0
804,Female,24,1,6,5,20,20,17,15,10,5,5,3,1,1,1,0,0,0,0,0,0
805,Female,42,1,4,4,5,5,5,5,5,5,5,3,3,2,2,2,2,2,2,1,1
806,Female,45,0,5,0,5,4,4,4,3,2,2,2,2,1,0,0,0,0,0,0,0
807,Female,27,0,2,2,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
808,Female,31,4,14,12,7,7,7,7,7,7,7,6,5,5,5,4,4,3,3,1,1
809,Female,35,1,3,6,4,4,4,4,4,4,4,3,3,2,1,0,0,0,0,0,0
810,Female,23,2,3,2,5,5,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0
811,Female,32,0,2,1,4,4,4,4,4,3,3,3,2,2,2,1,1,1,0,0,0
812,Female,30,4,12,8,15,15,7,7,7,6,6,4,3,2,2,2,2,1,0,0,0
813,Female,33,2,3,4,5,5,5,5,5,5,5,5,4,3,2,2,1,1,1,0,0
814,Female,25,1,5,5,8,8,8,8,8,8,8,8,7,7,6,6,4,4,2,0,0
815,Female,35,4,17,37,10,10,10,10,10,10,10,8,6,5,4,3,2,2,2,1,1
816,Female,23,2,7,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Female,26,1,25,40,4,4,4,4,4,4,4,4,3,2,2,2,1,1,1,1,0
818,Female,29,1,7,7,8,8,8,8,8,8,8,8,6,6,5,4,3,2,1,0,0
819,Female,32,0,2,2,6,6,6,6,4,4,2,2,2,0,0,0,0,0,0,0,0
820,Female,54,1,3,6,5,5,5,5,5,5,5,4,3,3,2,1,0,0,0,0,0
821,Female,24,0,2,2,6,6,6,6,6,6,6,6,5,4,4,2,2,1,1,0,0
822,Female,28,20,55,30,1,15,15,15,15,15,15,15,15,6,5,2,1,1,1,0,0
823,Female,51,0,4,2,5,5,5,5,4,3,3,3,2,2,1,1,1,1,1,0,0
824,Female,21,0,0,0,3,3,3,5,2,2,3,2,2,0,0,2,0,0,0,0,0
825,Female,37,2,3,3,6,7,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0
826,Female,30,3,10,15,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,0
827,Female,27,2,7,9,3,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0
828,Female,32,3,4,3,12,12,12,12,12,10,10,10,8,8,8,6,6,5,3,2,2
829,Female,48,10,14,14,6,6,6,6,6,6,6,6,6,6,6,5,4,4,2,0,0
830,Female,57,2,12,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Female,34,0,2,3,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
832,Female,32,0,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Female,25,10,20,14,10,10,10,10,10,10,10,8,7,6,5,4,3,1,1,0,0
834,Female,47,30,62,35,7,7,7,7,7,7,6,5,4,3,2,2,0,0,0,0,0
835,Female,59,0,1,1,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0
836,Female,27,1,1,1,10,10,10,10,10,8,8,6,6,5,5,4,4,3,2,2,1
837,Female,24,1,4,4,6,6,6,6,6,6,6,5,4,4,3,3,2,1,0,0,0
838,Female,34,6,15,16,8,6,6,6,6,6,6,5,4,4,4,2,2,0,0,0,0
839,Female,29,1,7,7,6,6,6,6,6,6,5,5,4,3,3,3,2,0,0,0,0
840,Female,27,8,7,11,5,5,5,5,5,5,4,3,1,1,1,0,0,0,0,0,0
841,Female,25,0,0,0,4,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0
842,Female,44,0,3,3,10,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
843,Female,34,0,2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
844,Female,30,0,2,2,5,5,5,5,5,5,4,4,4,3,3,2,2,1,1,1,1
845,Female,33,2,6,7,6,6,6,6,6,6,6,6,5,4,3,3,2,2,0,0,0
846,Female,51,0,4,4,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0
847,Female,25,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
848,Female,31,0,0,0,5,5,5,5,5,4,4,3,2,1,0,0,0,0,0,0,0
849,Female,24,0,2,2,5,5,5,5,5,5,5,4,4,4,3,3,2,2,2,1,1
850,Female,28,2,5,6,5,5,5,5,5,5,5,5,4,4,3,3,3,2,2,2,1
851,Female,46,0,2,1,10,10,10,10,10,8,8,7,6,5,5,4,4,1,0,0,0
852,Female,41,0,0,0,5,5,5,5,5,5,5,5,5,5,5,3,2,0,0,0,0
853,Female,48,1,10,11,10,15,15,13,12,5,5,4,3,3,3,3,3,3,2,2,2
854,Female,45,1,4,4,5,5,5,5,5,4,4,4,3,3,1,1,1,0,0,0,0
855,Female,31,0,0,0,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Female,41,0,1,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0
857,Female,34,0,4,5,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0
858,Female,66,0,4,8,4,4,4,4,4,4,4,3,3,3,3,2,2,2,1,1,1
859,Female,22,0,2,8,3,3,3,3,3,3,2,2,2,2,2,2,1,1,0,0,0
860,Female,28,3,10,8,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0
861,Female,50,0,3,6,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0
862,Female,35,2,10,6,10,10,8,7,7,6,6,5,4,3,2,1,1,1,0,0,0
863,Female,NA,3,2,2,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,0,0
864,Female,51,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0
865,Female,28,2,5,4,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0
866,Female,35,6,10,12,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,1
867,Female,56,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0
868,Female,28,1,14,14,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2,0,0
869,Female,55,0,3,2,5,5,5,5,4,4,4,4,3,2,2,1,1,0,0,0,0
870,Female,30,1,9,11,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0
871,Female,34,1,3,4,6,6,6,6,4,3,3,2,2,2,2,2,1,1,1,0,0
872,Female,23,0,7,9,7,5,5,5,5,5,5,5,5,2,2,2,2,1,1,0,0
873,Female,50,0,9,7,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0
874,Female,48,4,11,12,8,8,8,8,8,8,8,7,6,5,4,3,3,2,2,1,1
875,Female,34,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
876,Female,31,6,14,10,6,6,6,6,6,6,6,5,5,5,5,3,3,2,2,1,1
877,Female,54,12,42,78,10,5,4,4,2,2,2,2,2,2,1,1,1,0,0,0,0
878,Female,32,0,15,6,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
879,Female,51,0,5,8,8,8,8,8,8,8,7,7,6,6,5,5,4,4,3,2,1
880,Female,23,2,11,11,5,5,5,5,5,5,4,4,3,3,3,2,2,2,1,1,0
881,Female,35,1,8,24,10,10,10,10,10,8,6,5,4,3,2,2,2,1,0,0,0
882,Female,27,0,3,5,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0
883,Female,22,2,22,17,10,10,10,10,10,10,10,10,10,9,8,8,7,6,6,4,3
884,Female,38,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0
885,Female,34,3,10,9,9,9,9,9,9,9,9,8,8,3,2,1,0,0,0,0,0
886,Female,44,0,6,7,5,5,5,5,5,5,5,5,5,4,4,3,2,2,2,1,1
887,Female,24,0,0,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
